1,1167822272,Mon Apr 06 22:22:15 PDT 2009,NO_QUERY,ersle,I LOVE @Health1UandPets u guys r the best!! 
1,1167822273,Mon Apr 06 22:22:15 PDT 2009,NO_QUERY,becca210,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
1,1167822283,Mon Apr 06 22:22:16 PDT 2009,NO_QUERY,Wingman29,"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
1,1167822287,Mon Apr 06 22:22:16 PDT 2009,NO_QUERY,katarinka,"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
1,1167822293,Mon Apr 06 22:22:16 PDT 2009,NO_QUERY,_EmilyYoung,@LovesBrooklyn2 he has that effect on everyone 
1,1167822391,Mon Apr 06 22:22:17 PDT 2009,NO_QUERY,ajarofalmonds,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
1,1167822117,Mon Apr 06 22:22:51 PDT 2009,NO_QUERY,vmdavinci,@r_keith_hill Thans for your response. Ihad already find this answer 
1,1167822165,Mon Apr 06 22:22:18 PDT 2009,NO_QUERY,jessicavaliyi,"@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
1,1167822189,Mon Apr 06 22:22:19 PDT 2009,NO_QUERY,emmasaur28,"@tommcfly ah, congrats mr fletcher for finally joining twitter "
1,1167822196,Mon Apr 06 22:22:19 PDT 2009,NO_QUERY,SherylBreuker,@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors 
1,1467822530,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,claaare,crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! 
1,1467822531,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Hollywood_Trey,@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! 
1,1467822635,Mon Apr 06 22:22:51 PDT 2009,NO_QUERY,JJLuver756,"@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
1,1467822729,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,tophatdog,"@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
1,1467822796,Mon Apr 06 22:22:53 PDT 2009,NO_QUERY,toothfairycyber,@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
1,1467822814,Mon Apr 06 22:22:54 PDT 2009,NO_QUERY,misstoriblack,Just added tweetie to my new iPhone 
1,1467822899,Mon Apr 06 22:22:58 PDT 2009,NO_QUERY,estariray,@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )
1,1467822924,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,ddjuli,@nicolerichie: your picture is very sweet 
1,1467822936,Mon Apr 06 22:22:57 PDT 2009,NO_QUERY,adamjackson,"Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
1,1467822964,Mon Apr 06 22:22:56 PDT 2009,NO_QUERY,lightleaves,"Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! "
1,1467822994,Mon Apr 06 22:22:56 PDT 2009,NO_QUERY,sorano916,Didn't place in the Peeps contest but thanks for voting anyways. 
1,1467823016,Mon Apr 06 22:22:57 PDT 2009,NO_QUERY,livelaughenjoy,Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0
1,1467823046,Mon Apr 06 22:22:57 PDT 2009,NO_QUERY,rwang0,@LittleLumen walking over to put the deposit down tomorrow 
1,1467823079,Mon Apr 06 22:22:58 PDT 2009,NO_QUERY,oOLuciousLisaOo,"is now followinq @DAChesterFrench , you shud do tha same "
1,1467823109,Mon Apr 06 22:22:58 PDT 2009,NO_QUERY,mark_liu,@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
1,1467823132,Mon Apr 06 22:22:58 PDT 2009,NO_QUERY,MissNikki22,Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
1,1467823216,Mon Apr 06 22:23:00 PDT 2009,NO_QUERY,anyyankeest,@iJohn kitteh is sleepin on my crotch which proves she likes me more 
1,1467823363,Mon Apr 06 22:23:02 PDT 2009,NO_QUERY,missmegs6,@DramaBeats agreed 
1,1467823405,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,gattermeier,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
1,1467823594,Mon Apr 06 22:23:05 PDT 2009,NO_QUERY,ClareStewart,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
1,1467823618,Mon Apr 06 22:23:06 PDT 2009,NO_QUERY,conniechiwa23,happy to spend time with the family. 
1,1467823631,Mon Apr 06 22:23:06 PDT 2009,NO_QUERY,kristenwolf,finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
1,1467823643,Mon Apr 06 22:23:06 PDT 2009,NO_QUERY,Mackenzie2009,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
1,1467823719,Mon Apr 06 22:23:07 PDT 2009,NO_QUERY,alderina,@deon upload di indowebster dong banggggg 
1,1467823824,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,AngryBadgerGirl,@wisdomous you're welcome. glad you enjoyed it. 
1,1467823826,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,roxy_barbosa,@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?
1,1467823876,Mon Apr 06 22:23:12 PDT 2009,NO_QUERY,LydiaCaesar,@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up 
1,1467823919,Mon Apr 06 22:23:10 PDT 2009,NO_QUERY,loveshine,YAY! found a new cuddle buddy 
1,1467823936,Mon Apr 06 22:23:11 PDT 2009,NO_QUERY,PamelaPJA,I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! 
1,1467823989,Mon Apr 06 22:23:12 PDT 2009,NO_QUERY,andwhenyousing,Across the Universe. Sleep. Rehearsal tomorrow. 
1,1467824005,Mon Apr 06 22:23:14 PDT 2009,NO_QUERY,subwaystory,"@annabellee dry sweet potato, huh? "
1,1467824088,Mon Apr 06 22:23:13 PDT 2009,NO_QUERY,Dori23,"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
1,1467824094,Mon Apr 06 22:23:16 PDT 2009,NO_QUERY,lykyeah,having a long conversation with mom on phone 
1,1467824118,Mon Apr 06 22:23:14 PDT 2009,NO_QUERY,amyg0716,@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
1,1467824185,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,Eric_John,Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  
1,1467824221,Mon Apr 06 22:23:16 PDT 2009,NO_QUERY,JustZGirl,Going to go and read new moon for the 3rd time  I cant get enough of twilight series 
1,1467824298,Mon Apr 06 22:23:17 PDT 2009,NO_QUERY,zubatnpsyduck,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
1,1467824377,Mon Apr 06 22:23:18 PDT 2009,NO_QUERY,Toyia1,I am bored 
1,1467824422,Mon Apr 06 22:23:19 PDT 2009,NO_QUERY,deeper2k,@stevecla it is a wallpaper with Red Square I was asking for 
1,1467824454,Mon Apr 06 22:23:20 PDT 2009,NO_QUERY,vmdavinci,@r_keith_hill Thanks for your response. Ihad already find this answer 
1,1467824474,Mon Apr 06 22:23:20 PDT 2009,NO_QUERY,Missy_BB,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
1,1467824495,Mon Apr 06 22:23:20 PDT 2009,NO_QUERY,EmCDL,Just tryna get inspired thats all 
1,1467824532,Mon Apr 06 22:23:21 PDT 2009,NO_QUERY,Jenshwa,@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
1,1467824550,Mon Apr 06 22:23:21 PDT 2009,NO_QUERY,swirlicious,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "
1,1467824562,Mon Apr 06 22:23:21 PDT 2009,NO_QUERY,MrsMcMahon,"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. "
1,1467824600,Mon Apr 06 22:23:21 PDT 2009,NO_QUERY,Yosid,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
1,1467824606,Mon Apr 06 22:23:22 PDT 2009,NO_QUERY,SeanDB1,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
1,1467824647,Mon Apr 06 22:23:22 PDT 2009,NO_QUERY,BOSSAJUSTii,   uploading pictures on friendster 
1,1467824699,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,laurakim123,@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p
1,1467824794,Mon Apr 06 22:23:25 PDT 2009,NO_QUERY,tylerjamesberry,noodlebox with amanda tonight 
